cityName	searchPhrase	resultNum	ypchsite	name	address1	address2	phone	website
zurich	massage	N/A	http://yellow.local.ch/en/d/Zurich/8050/Health-and-sports-massage/Akupunktur-med-Massagen-KS8PAKhTjuMXRQxkxNZ1Bw?dwhat=massage&dwhere=zurich	Akupunktur & med. Massagen	Schulstrasse 29	 8050 Zürich	044 313 29 69	www.praxis-steiger.ch	
zurich	massage	N/A	http://yellow.local.ch/en/d/Zurich/8002/Shiatsu/Shiatsu-Chi-Gung-Vismay-Spillmann-VwR6b2X-JJ0G9hiK5x7MOg?dwhat=massage&dwhere=zurich	Shiatsu & Chi-Gung Vismay Spillmann	Bederstrasse 80	 8002 Zürich	076 585 65 62	www.chi-gung.ch	
zurich	massage	N/A	http://yellow.local.ch/en/d/Zurich/8001/Health-and-sports-massage/Bretscher-Matthias-Georg-MnbsrPZIpPwAZ8pkKum6Bg?dwhat=massage&dwhere=zurich	Bretscher Matthias Georg	Rennweg 22	 8001 Zürich	044 222 03 42	www.bodyworks.ch	
zurich	massage	N/A	http://yellow.local.ch/en/d/Zurich/8050/Health-and-sports-massage/Goldregen-eBbFau5fUbaR9p_6onVmFw?dwhat=massage&dwhere=zurich	Goldregen	Regensbergstrasse 213	 8050 Zürich	044 312 37 67	www.goldregen-massagen.ch	
zurich	massage	N/A	http://yellow.local.ch/en/d/Zurich/8032/Ayurveda/be-Ayurveda-4IJmyBkHcSmQUNN_e3aCkw?dwhat=massage&dwhere=zurich	be Ayurveda	Höhenweg 10	 8032 Zürich	076 576 66 79	www.beayurveda.ch	
zurich	massage	N/A	http://yellow.local.ch/en/d/Zurich/8048/Health-and-sports-massage/Chiida-Spa-Europe-GmbH-JbJz1JNHMGfp4YwykzTHeg?dwhat=massage&dwhere=zurich	Chiida Spa Europe GmbH	Dachslernstrasse 139	 8048 Zürich	043 268 41 22	www.chiidaspa.ch	
zurich	massage	N/A	http://yellow.local.ch/en/d/Zurich/8006/Acupressure/Gresch-Beatrice-aLSRLeKXFyuNdOqQ4_2FjA?dwhat=massage&dwhere=zurich	Gresch Beatrice	Stapferstrasse 33	 8006 Zürich	079 630 27 30	www.beatricegresch.ch	
zurich	massage	N/A	http://yellow.local.ch/en/d/Zurich/8046/Health-and-sports-massage/Viva-Gesundheitspraxis-ZOm6PhDD_Koz4749HBet-A?dwhat=massage&dwhere=zurich	Viva Gesundheitspraxis	In Böden 174	 8046 Zürich	044 371 21 40		
zurich	massage	N/A	http://yellow.local.ch/en/d/Zurich/8006/Health-and-sports-massage/T-Schumperli-Massage-Praxis-i_FjvMRwU5M-3fUQeWaC3Q?dwhat=massage&dwhere=zurich	T. Schümperli Massage Praxis	Sumatrastrasse 25	 8006 Zürich	079 255 34 92	www.massagepraxis-ts.ch	
zurich	massage	N/A	http://yellow.local.ch/en/d/Zurich/8045/Health-and-sports-massage/Andana-Massagen-KF12VSV0lnc3nHxoXY9Eng?dwhat=massage&dwhere=zurich	Andana Massagen	Staffelstrasse 10	 8045 Zürich	044 202 23 40	www.andana.ch	
