cityName	searchPhrase	resultNum	ypchsite	name	address1	address2	phone	website
zurich	florist	N/A	http://yellow.local.ch/en/d/Zurich/8006/Florist/arte-flor-AG-B0P_uC5xMuEsiTM5HwrUIw?dwhat=florist&dwhere=zurich	arte flor AG	Stampfenbachstrasse 129	 8006 Zürich	044 362 85 71		
zurich	florist	N/A	http://yellow.local.ch/en/d/Zurich/8008/Florist/Atelier-Blumen--Vk39tcyxEiwsNVYC8RICA?dwhat=florist&dwhere=zurich	Atelier Blumen	Forchstrasse 331	 8008 Zürich	044 383 62 92		
zurich	florist	N/A	http://yellow.local.ch/en/d/Zurich/8003/Florist/Bassetti-HFHXZIpeelG6HoJB_dJ8jQ?dwhat=florist&dwhere=zurich	Bassetti	Aemtlerstrasse 205	 8003 Zürich	044 492 21 18		
zurich	florist	N/A	http://yellow.local.ch/en/d/Zurich/8004/Florist/Blumen-am-Stauffacher-Ex6Dgc5Y49BTc6AioXX1aA?dwhat=florist&dwhere=zurich	Blumen am Stauffacher	Zweierstrasse 3	 8004 Zürich	043 322 00 77		
zurich	florist	N/A	http://yellow.local.ch/en/d/Zurich/8052/Florist/Blumen-Atelier-Sue-EmXP_mfy9beKXYHgwvN14w?dwhat=florist&dwhere=zurich	Blumen Atelier Sue	Felsenrainstrasse 149A beim Friedhof Schwandenholz	 8052 Zürich	044 310 22 77		
zurich	florist	N/A	http://yellow.local.ch/en/d/Zurich/8002/Florist/Blumen-Capitol-ml9ygRQjtLyy1WHVqzolow?dwhat=florist&dwhere=zurich	Blumen Capitol	Alfred-Escher-Strasse 27	 8002 Zürich	044 211 21 37		
zurich	florist	N/A	http://yellow.local.ch/en/d/Zurich/8006/Florist/Blumen-Galliker-HSYrKVe7Jm1MjkYrbUw-EA?dwhat=florist&dwhere=zurich	Blumen Galliker	Weinbergstrasse 68	 8006 Zürich	044 362 34 60		
zurich	florist	N/A	http://yellow.local.ch/en/d/Zurich/8001/Florist/Blumen-Kramer-AG-b4tC7rjsDxcG5CeGwsTIcw?dwhat=florist&dwhere=zurich	Blumen-Krämer AG	Talstrasse 62	 8001 Zürich	044 225 95 85		
zurich	florist	N/A	http://yellow.local.ch/en/d/Zurich/8001/Florist/Blumen-Sauber-zGf1kTq0g1kVjqG9fUMQkA?dwhat=florist&dwhere=zurich	Blumen-Sauber	Stadelhoferstrasse 8	 8001 Zürich	044 254 60 80		
zurich	florist	N/A	http://yellow.local.ch/en/d/Zurich/8004/Florist/Blumen-Sommer-8x4msU6Mm85rHgTZi8VdiQ?dwhat=florist&dwhere=zurich	Blumen Sommer	Erismannstrasse 45	 8004 Zürich	044 241 05 25		
zurich	florist	N/A	http://yellow.local.ch/en/d/Zurich/8050/Florist/Blumen-und-Cafebar-Enzian-lukKwp0EoQhkZ6IzGd5yXA?dwhat=florist&dwhere=zurich	Blumen und Cafébar Enzian	Thurgauerstrasse 36	 8050 Zürich	043 811 48 61		
zurich	florist	N/A	http://yellow.local.ch/en/d/Zurich/8003/Florist/Blumen-und-Kaffee-vFs515DoIDqp1LxkZk6hWg?dwhat=florist&dwhere=zurich	Blumen und Kaffee	Birmensdorferstrasse 174	 8003 Zürich	043 321 21 21		
zurich	florist	N/A	http://yellow.local.ch/en/d/Zurich/8057/Florist/Blumen-Zollinger-h97l-b9VmU77n22zEAuv6g?dwhat=florist&dwhere=zurich	Blumen Zollinger	Schaffhauserstrasse 59	 8057 Zürich	044 361 63 92		
zurich	florist	N/A	http://yellow.local.ch/en/d/Zurich/8037/Florist/Blumenatelier-Iris-jyyvv7XBE0r2qz_a5KQiyA?dwhat=florist&dwhere=zurich	Blumenatelier Iris	Nordbrücke, Rotbuchstrasse 68	 8037 Zürich	044 350 71 05		
zurich	florist	N/A	http://yellow.local.ch/en/d/Zurich/8001/Florist/Blumenbinder-Regula-Guhl-qqnEpaV-qFOjl_7feJW8wg?dwhat=florist&dwhere=zurich	Blumenbinder Regula Guhl	Oberdorfstrasse 10	 8001 Zürich	044 361 18 18		
zurich	florist	N/A	http://yellow.local.ch/en/d/Zurich/8057/Florist/Blumenhaus-Nordheim-cq8G8NT00cYoCtt8QUDXtg?dwhat=florist&dwhere=zurich	Blumenhaus Nordheim	Wehntalerstrasse 98	 8057 Zürich	044 361 21 86		
zurich	florist	N/A	http://yellow.local.ch/en/d/Zurich/8004/Florist/Blumenhaus-Sihlfeld-maFHtHL6FK4aocJ-Fsetuw?dwhat=florist&dwhere=zurich	Blumenhaus Sihlfeld	Badenerstrasse 230	 8004 Zürich	044 242 72 90		
zurich	florist	N/A	http://yellow.local.ch/en/d/Zurich/8008/Florist/Blumenzauber-C4n_YcTJBgvMbrkqXcnn2A?dwhat=florist&dwhere=zurich	Blumenzauber	Seefeldstrasse 77	 8008 Zürich	043 819 33 33		
zurich	florist	N/A	http://yellow.local.ch/en/d/Zurich/8008/Nursery/EPI-Gartnerei-BufGE-9Sazly-dBqggCGIw?dwhat=florist&dwhere=zurich	EPI Gärtnerei	Bleulerstrasse 60	 8008 Zürich	044 387 62 71		
zurich	florist	N/A	http://yellow.local.ch/en/d/Zurich/8008/Florist/Fiorella-Blumengeschaft-6QvG47G0hbM9IJo-WJX2ww?dwhat=florist&dwhere=zurich	Fiorella Blumengeschäft	Seefeldstrasse 166B	 8008 Zürich	044 383 84 19		
zurich	florist	N/A	http://yellow.local.ch/en/d/Zurich/8006/Florist/Galliker-Blumen-2zWTIV7eFlDCflre1VctLw?dwhat=florist&dwhere=zurich	Galliker Blumen	Weinbergstrasse 68	 8006 Zürich	044 362 34 60		
zurich	florist	N/A	http://yellow.local.ch/en/d/Zurich/8008/Florist/Grossenbacher-Martin-Blumen--FHNAPkUnDcxqG8M1Fb3KQ?dwhat=florist&dwhere=zurich	Grossenbacher Martin Blumen	Dufourstrasse 85	 8008 Zürich	044 420 11 71		
zurich	florist	N/A	http://yellow.local.ch/en/d/Zurich/8004/Florist/Haab-Albert-blpztwFWfV3wzuD1Qw2ZNQ?dwhat=florist&dwhere=zurich	Haab Albert	Badenerstrasse 230	 8004 Zürich	044 242 72 90		
zurich	florist	N/A	http://yellow.local.ch/en/d/Zurich/8032/Florist/Ikebana-Creative-bdhbgvoi8RNbghGoASasKQ?dwhat=florist&dwhere=zurich	Ikebana Creative	Forchstrasse 132	 8032 Zürich	044 422 64 83		
zurich	florist	N/A	http://yellow.local.ch/en/d/Zurich/8006/Gallery/La-Boheme-qMptBXfpkBAsW6ijngQ06Q?dwhat=florist&dwhere=zurich	La Bohème	Haldenbachstrasse 2	 8006 Zürich	044 261 32 23		
zurich	florist	N/A	http://yellow.local.ch/en/d/Zurich/8002/Florist/Luthi-Karin-h4rIm9CB3cJAhMz9nsPiTg?dwhat=florist&dwhere=zurich	Lüthi Karin	Bahnhof Enge	 8002 Zürich	044 201 51 27		
zurich	florist	N/A	http://yellow.local.ch/en/d/Zurich/8032/Florist/Papageno-Stil-Blute-AG-_wDvloX4Z0GZsOi8cXOQYg?dwhat=florist&dwhere=zurich	Papageno Stil + Blüte AG	Klosbachstrasse 106	 8032 Zürich	044 252 52 55		
zurich	florist	N/A	http://yellow.local.ch/en/d/Zurich/8032/Florist/Passiflorum-GmbH-Tmf5KB9K17EG7cqB2iv0AQ?dwhat=florist&dwhere=zurich	Passiflorum GmbH	Hottingerstrasse 33	 8032 Zürich	043 233 57 57		
zurich	florist	N/A	http://yellow.local.ch/en/d/Zurich/8045/Florist/Sihlcity-Blumen-a0FT7Gf0WG4tbyULn0Sj4A?dwhat=florist&dwhere=zurich	Sihlcity Blumen	Sihlcity, Kalanderplatz 1	 8045 Zürich	043 243 08 04		
zurich	florist	N/A	http://yellow.local.ch/en/d/Zurich/8032/Courses/Stil-und-Stiele-Xs8k_xmd_HPIF2Ra9sRsxg?dwhat=florist&dwhere=zurich	Stil und Stiele	Forchstrasse 130	 8032 Zürich	044 422 44 28		
zurich	florist	N/A	http://yellow.local.ch/en/d/Zurich/8048/Florist/Triibhuus-Malaga-Plantas-Gitano-SA-uOXNuhPp7NBtR8-fZRQ8kg?dwhat=florist&dwhere=zurich	Triibhuus Malaga Plantas Gitano SA	Salzweg 50	 8048 Zürich	044 434 10 34		
zurich	florist	N/A	http://yellow.local.ch/en/d/Zurich/8008/Florist/Wismer-Susanne-Blumen-GmbH-tRsebgqkAMp9SDiY8E65tA?dwhat=florist&dwhere=zurich	Wismer Susanne Blumen GmbH	Dufourstrasse 138	 8008 Zürich	043 499 86 86		
zurich	florist	N/A	http://yellow.local.ch/en/d/Zurich/8006/Florist/zierwerk-ijP2pxxHu98ejTquVkZNLw?dwhat=florist&dwhere=zurich	zierwerk	Rigiplatz 2	 8006 Zürich	044 251 64 13		
zurich	florist	N/A	http://yellow.local.ch/en/d/Zurich/8038/Florist/Zum-Gartenpavillon-GmbH-LABer-YN6VsaDUei6cNdSw?dwhat=florist&dwhere=zurich	Zum Gartenpavillon GmbH	Alte Kalchbühlstrasse 11	 8038 Zürich	043 300 33 44		
zurich	florist	N/A	http://yellow.local.ch/en/d/Egg-b-Zurich/8132/Florist/Blumenatelier-Brigitte-Keck-AYZkIriukiOtePlmKDtXTg?dwhat=florist&dwhere=zurich	Blumenatelier Brigitte Keck	Forchstrasse 149	 8132 Egg b. Zürich	044 984 54 44	www.blumenatelier-egg.ch	
zurich	florist	N/A	http://yellow.local.ch/en/d/Egg-b-Zurich/8132/Nursery/Gartnerei-Egli-GmbH-WzKarYoOhDAhaN7pkOYzBQ?dwhat=florist&dwhere=zurich	Gärtnerei Egli GmbH	Lätten 17	 8132 Egg b. Zürich	044 984 08 14	www.gaertnerei-egli.ch	
